"A"	"B"	"nab"	"expected_nab"	"pvalue"	"adjusted_p"	"conclusion"
"MB01"	"id3acald"	38	49.9767	0.0674828340882232	0.105834912477754	"No enrichment"
"MB01"	"34dhpac"	37	67.1357	3.02379040481898e-05	9.48009421860533e-05	"Underenrichment"
"MB01"	"13dampp"	34	34.5993	0.933755996247639	0.949096726124891	"No enrichment"
"MB01"	"hs_pre9"	20	38.3499	0.000775183225423457	0.00190545625729989	"Underenrichment"
"MB01"	"cs_hs_linkage"	22	40.9753	0.000797516469067293	0.00195632285981413	"Underenrichment"
"MB01"	"galgluside_hs"	470	628.038	1.14715073049647e-12	8.64375477453102e-12	"Underenrichment"
"MB01"	"udpgal"	405	553.9636	9.91264558774446e-13	7.5164411111527e-12	"Underenrichment"
"MB01"	"gluside_hs"	432	574.6857	2.23666063207267e-11	1.47423653900031e-10	"Underenrichment"
"MB01"	"udpglcur"	71	218.0036	2.19663172106839e-34	6.81615961198671e-33	"Underenrichment"
"MB01"	"cs_d_pre3"	30	53.2585	0.000323709379594527	0.000850052938926468	"Underenrichment"
"MB01"	"cs_e_pre4"	30	76.0434	4.51866430572982e-10	2.61210200715779e-09	"Underenrichment"
"MB01"	"dopa3glcur"	35	56.8216	0.0012376698926049	0.00292587686621582	"Underenrichment"
"MB01"	"cs_d_pre2"	18	35.2556	0.000961652709285828	0.00232317295093625	"Underenrichment"
"MB01"	"leuktrD4"	175	143.0854	0.00600637991905857	0.0123272817201021	"Overenrichment"
"MB01"	"gly"	938	603.6591	1.18313009176677e-43	5.36782537391882e-42	"Overenrichment"
"MB01"	"leuktrE4"	34	25.3166	0.0797194664192799	0.122265913873126	"No enrichment"
"MB01"	"cdca3g"	15	40.9753	1.59801168210051e-06	6.06167491877598e-06	"Underenrichment"
"MB01"	"HC02191"	67	95.9216	0.00112531827226054	0.00268434082247825	"Underenrichment"
"MB01"	"C02528"	89	118.8003	0.00276729058452713	0.00609695749121334	"Underenrichment"
"MB01"	"hyochol"	49	90.2019	7.65908617744553e-07	3.0340478435961e-06	"Underenrichment"
"MB01"	"M02155"	6	36.9434	1.10587163110323e-10	6.80242812690119e-10	"Underenrichment"
"MB01"	"lca24g"	9	28.4108	1.38295219863797e-05	4.56723509827013e-05	"Underenrichment"
"MB01"	"3hmp"	1	1.2189	0.930087723014437	0.946203260784953	"No enrichment"
"MB01"	"2mop"	50	66.0106	0.0325672919991356	0.0556332358732453	"No enrichment"
"MB01"	"glc__D"	263	542.243	3.14847632370251e-46	1.61434888761897e-44	"Underenrichment"
"MB01"	"gam"	34	70.3238	5.89327729615424e-07	2.36901994034156e-06	"Underenrichment"
"MB01"	"dhdascb"	3	30.2861	1.08741629265307e-10	6.69440655164545e-10	"Underenrichment"
"MB01"	"q10h2"	220	660.1056	2.75497347176379e-100	5.18836010304999e-98	"Underenrichment"
"MB01"	"nac"	28	26.1604	0.689451167449002	0.749171744315162	"No enrichment"
"MB01"	"nicrnt"	135	78.6688	7.58651896674696e-10	4.27173230425481e-09	"Overenrichment"
"MB01"	"prpp"	74	29.3484	1.06280526279089e-13	8.7743702202951e-13	"Overenrichment"
"MB01"	"quln"	20	17.7216	0.557167487396411	0.634183575456203	"No enrichment"
"MB01"	"prostgh2"	63	68.9173	0.4577570415757	0.539351414690437	"No enrichment"
"MB01"	"2hatvlac"	34	76.9811	1.10787510929969e-08	5.45897848821292e-08	"Underenrichment"
"MB01"	"acmp"	21	73.6993	6.96104955483674e-14	5.85345880005705e-13	"Underenrichment"
"MB01"	"lstn"	15	100.7974	3.76394739535079e-29	9.08200167658212e-28	"Underenrichment"
"MB01"	"crvs"	9	11.158	0.517158286991402	0.596478997984382	"No enrichment"
"MB01"	"andrstandn"	14	28.317	0.00223119774370457	0.00500869519735285	"Underenrichment"
"MB01"	"prgnlone"	46	64.5103	0.0116543331414139	0.0223445608648033	"Underenrichment"
"MB01"	"2hatvacid"	27	45.5698	0.00209234491590907	0.00471892567311751	"Underenrichment"
"MB01"	"digalsgalside_hs"	10	17.2528	0.0548178728749287	0.0883221084405093	"No enrichment"
"MB01"	"sphmyln_hs"	40	34.2242	0.301108085047899	0.381564980900309	"No enrichment"
"MB01"	"andrstndn"	19	60.1034	1.64539299049611e-10	9.95950024407026e-10	"Underenrichment"
"MB01"	"atvacid"	33	111.4866	2.58241920860224e-20	3.64239099304689e-19	"Underenrichment"
"MB01"	"eandrstrn"	10	13.6897	0.296766094401482	0.376892184695817	"No enrichment"
"MB01"	"atvlac"	33	97.2343	4.80752082150384e-15	4.52693092701607e-14	"Underenrichment"
"MB01"	"sphmyln18117_hs"	27	31.9739	0.358411694541278	0.440859340344399	"No enrichment"
"MB01"	"smv"	22	34.1305	0.0223246308509747	0.0398788251626551	"Underenrichment"
"MB01"	"11docrtstrn"	10	11.9082	0.584276072865654	0.658211413519021	"No enrichment"
"MB01"	"11docrtsl"	11	12.0957	0.770879393469406	0.818263472458273	"No enrichment"
"MB01"	"smvacid"	14	20.1595	0.140815122658441	0.199780648468222	"No enrichment"
"MB01"	"M02053"	339	362.9643	0.176359970364336	0.241811573450693	"No enrichment"
"MB01"	"dlnlcgcoa"	493	412.0972	3.020221880468e-05	9.47088951604709e-05	"Overenrichment"
"MB01"	"c226coa"	416	346.743	0.000105182690380273	0.000301742717067149	"Overenrichment"
"MB01"	"arachcoa"	622	461.6051	1.44440216935398e-14	1.3011786570137e-13	"Overenrichment"
"MB01"	"tdcoa"	714	540.649	9.86069549290416e-15	8.9911286796444e-14	"Overenrichment"
"MB01"	"M01237"	358	295.9223	0.000178157855271692	0.000491411092322729	"Overenrichment"
"MB01"	"docosac"	64	67.3233	0.680368032502864	0.740995866926084	"No enrichment"
"MB01"	"adrncoa"	712	533.6166	1.11994168379298e-15	1.11971732151909e-14	"Overenrichment"
"MB01"	"dlnlcg"	17	32.3489	0.00228455579375078	0.00511888197306744	"Underenrichment"
"MB01"	"M00020"	576	439.7579	1.87584958527265e-11	1.25045503075254e-10	"Overenrichment"
"MB01"	"docoscoa"	600	454.7603	1.95232420141695e-12	1.4392022621179e-11	"Overenrichment"
"MB01"	"stcoa"	194	164.9326	0.0188367018099233	0.0343035526996112	"Overenrichment"
"MB01"	"ttdca"	249	254.0094	0.743872144650637	0.795574951761507	"No enrichment"
"MB01"	"nrvnc"	171	198.7818	0.0335735208018894	0.0571759942496603	"No enrichment"
"MB01"	"ak2lgchol_hs"	60	33.8492	1.5358072713621e-05	5.03428713012225e-05	"Overenrichment"
"MB01"	"hdca"	316	338.2104	0.195050682346645	0.263779136129886	"No enrichment"
"MB01"	"em2emgacpail_prot_hs"	16	7.6887	0.00504461274265412	0.010522875929365	"Overenrichment"
"MB01"	"gm2_hs"	109	159.213	9.60112787705128e-06	3.25405968478125e-05	"Underenrichment"
"MB01"	"ga1_hs"	53	96.2967	5.08623020761018e-07	2.06287521788811e-06	"Underenrichment"
"MB01"	"lcts"	27	62.0724	2.10213953301003e-07	8.92224892649926e-07	"Underenrichment"
"MB01"	"gal"	101	221.6605	5.45464627421995e-22	8.54256945791016e-21	"Underenrichment"
"MB01"	"hs_pre13"	0	22.5036	5.3138160538424e-11	3.36755360669327e-10	"Underenrichment"
"MB01"	"pap"	21	193.4372	1.74392116675855e-61	1.57764276185553e-59	"Underenrichment"
"MB01"	"paps"	33	210.1274	4.18112484531837e-57	3.28607880231531e-55	"Underenrichment"
"MB01"	"hs_pre12"	0	15.0962	1.28887523320742e-07	5.6112358219196e-07	"Underenrichment"
"MB01"	"cit"	119	79.419	1.05392709494433e-05	3.54752618379192e-05	"Overenrichment"
"MB01"	"thmtp"	5	4.3132	0.694605256959679	0.753705602783035	"No enrichment"
"MB01"	"ca2"	91	82.982	0.352681415659395	0.435097738567276	"No enrichment"
"MB01"	"ksi_deg1"	0	0.7501	0.454898559931764	0.536638004908669	"No enrichment"
"MB01"	"fuc__L"	0	0.9377	0.373584533247576	0.456563541720582	"No enrichment"
"MB01"	"pail35p_hs"	189	354.2442	7.55093043146502e-25	1.41936635806521e-23	"Underenrichment"
"MB01"	"pail34p_hs"	160	236.194	2.87877220084203e-08	1.35176344334348e-07	"Underenrichment"
"MB01"	"pail5p_hs"	200	237.1317	0.00889096700760514	0.0175350120678763	"Underenrichment"
"MB01"	"pail45p_hs"	302	355.5569	0.00192716550038756	0.00437970884514308	"Underenrichment"
"MB01"	"na1"	1630	1648.1074	0.608670338265878	0.680126300807279	"No enrichment"
"MB01"	"ppcoa"	609	368.5902	1.41850264825116e-35	4.62697639425192e-34	"Overenrichment"
"MB01"	"aacoa"	188	91.4209	1.40728600700576e-21	2.14124858708234e-20	"Overenrichment"
"MB01"	"2maacoa"	114	61.6036	1.79831514479072e-10	1.08369387594311e-09	"Overenrichment"
"MB01"	"HC02060"	174	153.212	0.0794179191017512	0.121865848600125	"No enrichment"
"MB01"	"HC02076"	67	67.6983	0.942324737619249	0.955632876461232	"No enrichment"
"MB01"	"M00234"	42	40.2252	0.753807087651474	0.803960657951123	"No enrichment"
"MB01"	"lnlc"	326	551.7133	3.57385882247133e-29	8.63029262742593e-28	"Underenrichment"
"MB01"	"M00023"	192	133.9902	5.14243785253853e-07	2.08397833342013e-06	"Overenrichment"
"MB01"	"tmndnc"	238	245.7581	0.603143825594166	0.675261299393992	"No enrichment"
"MB01"	"tetpent6coa"	402	306.9866	2.63610664772676e-08	1.24403698764441e-07	"Overenrichment"
"MB01"	"M01141"	74	62.635	0.136321128256379	0.194232958912685	"No enrichment"
"MB01"	"arachd"	401	665.3565	4.43765881091e-33	1.3078863723808e-31	"Underenrichment"
"MB01"	"dcsptn1coa"	205	146.0859	9.41135759638478e-07	3.6809520881158e-06	"Overenrichment"
"MB01"	"arachdcoa"	625	510.1754	9.79428980580846e-08	4.33333649446112e-07	"Overenrichment"
"MB01"	"vacc"	142	137.9283	0.706466272579037	0.764111470691952	"No enrichment"
"MB01"	"thf"	221	144.1168	2.19814728778027e-10	1.31327458869299e-09	"Overenrichment"
"MB01"	"mlthf"	251	172.3401	1.99246911463107e-09	1.07017928553386e-08	"Overenrichment"
"MB01"	"methf"	55	38.5374	0.00796161301812964	0.0158877547372222	"Overenrichment"
"MB01"	"dhlam"	100	47.1638	7.58517684472544e-13	5.81491386171169e-12	"Overenrichment"
"MB01"	"ksii_core4_pre2"	71	86.5451	0.0726268893718721	0.112721690527722	"No enrichment"
"MB01"	"ksii_core4_pre5"	71	92.9211	0.0133503752225827	0.0252184983386964	"Underenrichment"
"MB01"	"ascb__L"	16	32.724	0.000852518049671224	0.00207948847176239	"Underenrichment"
"MB01"	"cmpacna"	21	56.6341	1.99304588518812e-08	9.5259003968193e-08	"Underenrichment"
"MB01"	"gd1a_hs"	29	60.0096	4.05118224261547e-06	1.45036586648587e-05	"Underenrichment"
"MB01"	"gt1b_hs"	4	22.1285	1.58092179561035e-06	5.99836825237662e-06	"Underenrichment"
"MB01"	"bildglcur"	40	115.706	6.54946556606015e-18	7.60733890264178e-17	"Underenrichment"
"MB01"	"fol"	179	154.431	0.0397169329607322	0.0663625824773263	"No enrichment"
"MB01"	"ca3s"	53	68.0734	0.048439786872656	0.0790926974270577	"No enrichment"
"MB01"	"pvs"	19	47.2576	1.43201470403517e-06	5.46314795485145e-06	"Underenrichment"
"MB01"	"3dhchol"	77	111.2991	0.00032233250788113	0.000846660054034435	"Underenrichment"
"MB01"	"C05770"	29	43.3194	0.0168375471396589	0.031002539119612	"Underenrichment"
"MB01"	"HC02194"	23	46.2261	9.31822890307069e-05	0.00026985014146378	"Underenrichment"
"MB01"	"hca6g"	13	27.942	0.00121456215416589	0.00287637212467126	"Underenrichment"
"MB01"	"frdp"	8	1.2189	5.25130736575026e-06	1.84863799388697e-05	"Overenrichment"
"MB01"	"grdp"	7	0.9377	6.13182148597124e-06	2.13501468111538e-05	"Overenrichment"
"MB01"	"dmpp"	12	1.6878	5.19089281578086e-09	2.65339867660877e-08	"Overenrichment"
"MB01"	"ipdp"	12	2.1566	2.50069860992027e-07	1.05214162112481e-06	"Overenrichment"
"MB01"	"mal__L"	60	36.1933	0.000116809204190634	0.000332579139515484	"Overenrichment"
"MB01"	"dhap"	6	28.0357	2.71175622871075e-07	1.13567592325195e-06	"Underenrichment"
"MB01"	"g3p"	33	35.4432	0.681246263649706	0.741883601874648	"No enrichment"
"MB01"	"fdp"	0	20.4408	4.65887994849368e-10	2.69011215702355e-09	"Underenrichment"
"MB01"	"gcald"	57	82.7007	0.00182092591204096	0.00416418248893802	"Underenrichment"
"MB01"	"glyald"	29	73.6993	7.82593281006255e-10	4.39826824445407e-09	"Underenrichment"
"MB01"	"xu1p__D"	0	9.4703	4.77687279252237e-05	0.00014508436849507	"Underenrichment"
"MB01"	"btn"	28	24.8477	0.498236079165961	0.578728032396877	"No enrichment"
"MB01"	"acmpglu"	5	35.4432	6.22916006589167e-11	3.9210840658621e-10	"Underenrichment"
"MB01"	"thcholstoic"	93	131.5523	0.00020402488022042	0.000556607235178594	"Underenrichment"
"MB01"	"cholate"	217	265.1674	0.00123771314000654	0.00292587686621582	"Underenrichment"
"MB01"	"xol7ah3"	91	98.172	0.448879571021929	0.531023426426214	"No enrichment"
"MB01"	"tchola"	45	65.2604	0.00579649280602451	0.0119325024462806	"Underenrichment"
"MB01"	"xol7aone"	39	49.5079	0.109279911660986	0.160734377454157	"No enrichment"
"MB01"	"dchac"	57	93.765	1.98297808069582e-05	6.39576644208914e-05	"Underenrichment"
"MB01"	"gchola"	91	112.2367	0.0303314444818437	0.052270072143435	"No enrichment"
"MB01"	"dhcholestanate"	59	75.7621	0.0372182144112523	0.0625926544414793	"No enrichment"
"MB01"	"4fumacac"	3	1.7815	0.357162019090495	0.439574989710061	"No enrichment"
"MB01"	"4mlacac"	0	0.3751	0.67446704206887	0.735934158354052	"No enrichment"
"MB01"	"23dpg"	18	3.6568	3.07198973061262e-09	1.61183915355641e-08	"Overenrichment"
"MB01"	"3pg"	60	15.8463	6.55613912096372e-21	9.59047532184356e-20	"Overenrichment"
"MB01"	"13dpg"	65	17.0652	1.1941476266822e-22	1.95503316202143e-21	"Overenrichment"
"MB01"	"imp"	201	109.7051	3.99608712624232e-17	4.39598945290962e-16	"Overenrichment"
"MB01"	"gmp"	439	236.6629	4.21790476571146e-37	1.45844041922014e-35	"Overenrichment"
"MB01"	"so4"	290	268.1679	0.158143980668685	0.220459187948933	"No enrichment"
"MB01"	"ksii_core2"	44	62.0724	0.0120174797394226	0.0229570279628243	"Underenrichment"
"MB01"	"acnam"	84	100.3286	0.0803306665257368	0.123077234877541	"No enrichment"
"MB01"	"ksi_deg38"	67	74.4494	0.364877663141869	0.447507546390339	"No enrichment"
"MB01"	"gm3_hs"	70	100.3286	0.000831975248810915	0.00203368708982808	"Underenrichment"
"MB01"	"cs_d_deg4"	51	55.4151	0.540774852640859	0.618831436063664	"No enrichment"
"MB01"	"cs_e_deg5"	50	55.5089	0.441530713354283	0.523715416148966	"No enrichment"
"MB01"	"ksii_core4_deg3"	70	77.3561	0.380429981375363	0.463600657752884	"No enrichment"
"MB01"	"ametam"	2	6.5636	0.0429555819989433	0.0711546134522519	"No enrichment"
"MB01"	"5mta"	2	2.2504	0.933943258619936	0.949222623586836	"No enrichment"
"MB01"	"fru"	48	160.1506	5.22560252320541e-28	1.1917398473333e-26	"Underenrichment"
"MB01"	"gam6p"	65	77.7312	0.122770417510176	0.177733387252209	"No enrichment"
"MB01"	"man"	58	107.0796	6.10291408561499e-08	2.75634478702346e-07	"Underenrichment"
"MB01"	"g6p"	82	87.6703	0.529275648427	0.607786087455825	"No enrichment"
"MB01"	"dadp"	93	115.4247	0.0239310990423534	0.0424220240187208	"Underenrichment"
"MB01"	"man6p"	59	62.1662	0.683642018189996	0.744074461786902	"No enrichment"
"MB01"	"HC01223"	74	37.4122	1.68788466638134e-08	8.14668253548081e-08	"Overenrichment"
"MB01"	"ps_hs"	95	52.6959	2.25653575161758e-08	1.07355746022302e-07	"Overenrichment"
"MB01"	"pe_hs"	381	212.7528	3.37289931680482e-29	8.16476128879575e-28	"Overenrichment"
"MB01"	"pail3p_hs"	45	190.6242	1.65662467812831e-40	6.66746900025189e-39	"Underenrichment"
"MB01"	"galside_hs"	28	47.07	0.00187965792858278	0.00428377174925661	"Underenrichment"
"MB01"	"crm_hs"	260	269.7619	0.530112759554514	0.608560668306256	"No enrichment"
"MB01"	"35cgmp"	308	140.0849	4.26115777719175e-40	1.69225608063965e-38	"Overenrichment"
"MB01"	"m2mn"	25	23.16	0.671634727520184	0.733351454232219	"No enrichment"
"MB01"	"gthrd"	278	288.0461	0.53129474059349	0.609753927114003	"No enrichment"
"MB01"	"gthox"	39	67.7921	7.97847466194559e-05	0.000233513288317172	"Underenrichment"
"MB01"	"malt"	1	62.4475	2.6694712120957e-29	6.51464107375661e-28	"Underenrichment"
"MB01"	"glygn4"	98	106.4233	0.390937204711127	0.474089731810708	"No enrichment"
"MB01"	"lpchol_hs"	233	114.112	6.28263606269623e-26	1.26429606358452e-24	"Overenrichment"
"MB01"	"Rtotal2"	236	136.6156	2.1579458680665e-16	2.29628752926024e-15	"Overenrichment"
"MB01"	"pchol_hs"	392	228.9741	4.20466576621738e-26	8.55329563203895e-25	"Overenrichment"
"MB01"	"pyam5p"	0	0.8439	0.412241719186141	0.495093492131304	"No enrichment"
"MB01"	"pydx"	1	2.3441	0.391246513791068	0.474407192102034	"No enrichment"
"MB01"	"2mb2coa"	243	136.9907	1.39589490814392e-18	1.70816007885008e-17	"Overenrichment"
"MB01"	"2mbcoa"	148	87.0139	2.19978490590603e-10	1.31346678409671e-09	"Overenrichment"
"MB01"	"M02694"	121	80.3566	6.99358945980926e-06	2.41736168514982e-05	"Overenrichment"
"MB01"	"fad"	548	430.4751	4.15396973408388e-09	2.14385504511216e-08	"Overenrichment"
"MB01"	"hxcoa"	473	264.6986	8.73020931376497e-36	2.86956517773192e-34	"Overenrichment"
"MB01"	"b2coa"	264	179.56	2.9587317216745e-10	1.74539524574116e-09	"Overenrichment"
"MB01"	"CE4808"	29	27.5669	0.756563309295937	0.806211093720909	"No enrichment"
"MB01"	"hx2coa"	19	16.5964	0.524535794195591	0.603291715820733	"No enrichment"
"MB01"	"btcoa"	270	152.6494	2.59411490211413e-20	3.65716462471307e-19	"Overenrichment"
"MB01"	"galacglcgal14acglcgalgluside_hs"	72	103.329	0.000665526675339763	0.00165615646691381	"Underenrichment"
"MB01"	"gdpfuc"	41	44.1633	0.628686521931366	0.697572505751392	"No enrichment"
"MB01"	"galfucgalacglcgalgluside_hs"	8	13.8772	0.0847580295654732	0.128858369075372	"No enrichment"
"MB01"	"pmtcoa"	726	557.9018	1.22598692637559e-13	1.00412889834219e-12	"Overenrichment"
"MB01"	"cholcoar"	53	61.9787	0.227016865388424	0.3001895790325	"No enrichment"
"MB01"	"prist"	98	112.9868	0.132282518040486	0.189397901893675	"No enrichment"
"MB01"	"dca"	90	83.2633	0.433218953289057	0.51569502434059	"No enrichment"
"MB01"	"phytcoa"	45	47.07	0.765534413685106	0.814119490122769	"No enrichment"
"MB01"	"M00743"	35	49.0391	0.0288573870934385	0.0500234803245294	"No enrichment"
"MB01"	"odecoa"	595	439.5703	2.4796314215345e-14	2.18962203734678e-13	"Overenrichment"
"MB01"	"M02977"	38	50.8206	0.0515379390511543	0.0835726224925682	"No enrichment"
"MB01"	"HC02057"	150	113.7369	0.000555847662169132	0.00140175631302589	"Overenrichment"
"MB01"	"dag_hs"	326	345.3365	0.265157895526068	0.342266058437476	"No enrichment"
"MB01"	"em2emgacpail_hs"	23	16.1276	0.0849869726871072	0.129167085074751	"No enrichment"
"MB01"	"gpi_hs"	46	27.0981	0.000429969334994747	0.00110619484208976	"Overenrichment"
"MB01"	"glu__L"	1118	704.644	6.19582954320037e-57	4.83145624587479e-55	"Overenrichment"
"MB01"	"asp__L"	384	224.8485	2.15679805407158e-25	4.19371174877399e-24	"Overenrichment"
"MB01"	"gln__L"	795	500.4238	3.13073844880938e-40	1.25162659694457e-38	"Overenrichment"
"MB01"	"asn__L"	552	332.8658	1.05567751381625e-32	3.07203182446197e-31	"Overenrichment"
"MB01"	"cys__L"	664	405.3461	1.31631902071093e-37	4.67566509563086e-36	"Overenrichment"
"MB01"	"leu__L"	689	428.131	1.41107268058379e-36	4.76897972318297e-35	"Overenrichment"
"MB01"	"met__L"	554	360.1514	9.3366827747707e-25	1.74626876332126e-23	"Overenrichment"
"MB01"	"phe__L"	730	451.0097	1.35724832036634e-39	5.24405725226448e-38	"Overenrichment"
"MB01"	"val__L"	393	222.5981	8.07017692105868e-29	1.92093305027171e-27	"Overenrichment"
"MB01"	"Lkynr"	86	45.5698	1.2132239221068e-08	5.94968508410842e-08	"Overenrichment"
"MB01"	"sarcs"	50	48.3827	0.792546488786042	0.836488388150197	"No enrichment"
"MB01"	"r5p"	65	27.6607	8.83892057406060e-11	5.48430662390532e-10	"Overenrichment"
"MB01"	"xu5p__D"	19	12.5645	0.0705059551088556	0.10987631900759	"No enrichment"
"MB01"	"inost"	69	88.8892	0.0221196895934573	0.0395552096259472	"Underenrichment"
"MB01"	"ibup__S"	65	118.519	2.02211402588873e-08	9.65866683541426e-08	"Underenrichment"
"MB01"	"ppa"	138	117.6751	0.0519627799206397	0.0841976992393742	"No enrichment"
"MB01"	"5eipenc"	50	39.2875	0.0802153826301335	0.122932054735489	"No enrichment"
"MB01"	"ibupcoa__S"	54	42.8506	0.0807938710284431	0.123641420456672	"No enrichment"
"MB01"	"hexdtrcoa"	104	80.2628	0.00700611572172094	0.0141435400236777	"Overenrichment"
"MB01"	"cholcoa"	210	165.9641	0.000461261587074909	0.00118000999259898	"Overenrichment"
"MB01"	"ppbng"	2	0.5626	0.11546658006851	0.168750611233904	"No enrichment"
"MB01"	"hmbil"	2	0.3751	0.0494497953200601	0.0805485867956198	"No enrichment"
"MB01"	"ribflv"	48	29.536	0.000898362347088937	0.00218348718516487	"Overenrichment"
"MB01"	"hs_deg1"	9	5.7197	0.170991291719163	0.235604787375235	"No enrichment"
"MB01"	"hs_deg5"	10	3.4693	0.0021094459916604	0.00475355589812454	"Overenrichment"
"MB01"	"udpacgal"	47	128.2705	2.39973007161049e-18	2.88700350599858e-17	"Underenrichment"
"MB01"	"gd3_hs"	43	50.7269	0.251604758410366	0.327524796150067	"No enrichment"
"MB01"	"icit"	49	22.2223	1.52654881693375e-07	6.58090667639854e-07	"Overenrichment"
"MB01"	"HC01434"	24	3.7506	3.04566160254408e-15	2.91557835762723e-14	"Overenrichment"
"MB01"	"nrpphr"	69	120.488	1.01003958516629e-07	4.46085919442765e-07	"Underenrichment"
"MB01"	"ahcys"	66	347.3056	2.85505526044212e-84	3.83371187079277e-82	"Underenrichment"
"MB01"	"amet"	68	358.2761	5.49353139499842e-87	7.68683663980527e-85	"Underenrichment"
"MB01"	"adrnl"	11	30.0048	4.43208772348943e-05	0.000135395260959159	"Underenrichment"
"MB01"	"hs_pre10"	0	17.3465	1.20837455597211e-08	5.92784529882519e-08	"Underenrichment"
"MB01"	"M01770"	135	66.1981	1.96393169264741e-15	1.91556907506951e-14	"Overenrichment"
"MB01"	"crn"	212	116.3624	1.06457718743697e-17	1.21763557297985e-16	"Overenrichment"
"MB01"	"pcrn"	127	64.1353	1.25538456616784e-13	1.02708293577404e-12	"Overenrichment"
"MB01"	"dmnoncrn"	27	15.0024	0.00293035660688137	0.00642785131026706	"Overenrichment"
"MB01"	"hdd2crn"	179	100.6098	4.94662516298513e-14	4.22601266420618e-13	"Overenrichment"
"MB01"	"M00245"	0	1.4065	0.228332194395055	0.30166244116327	"No enrichment"
"MB01"	"retinal"	116	121.5194	0.603413571079496	0.675538040617805	"No enrichment"
"MB01"	"retinol"	139	127.0516	0.264055896517093	0.341152425478182	"No enrichment"
"MB01"	"lald__D"	107	163.9012	6.47508852589692e-07	2.58830664556745e-06	"Underenrichment"
"MB01"	"leuktrB4woh"	72	101.735	0.00116336952746008	0.0027676123881993	"Underenrichment"
"MB01"	"acald"	136	191.2806	9.32904090987895e-06	3.16829761829891e-05	"Underenrichment"
"MB01"	"mthgxl"	88	119.7379	0.00145379871613963	0.00339567462995984	"Underenrichment"
"MB01"	"meoh"	86	89.4518	0.709991793155766	0.767204151934476	"No enrichment"
"MB01"	"34dhmald"	58	70.5113	0.110762780125372	0.162670100940415	"No enrichment"
